ano,sigla_uf,tipo_consumo,consumo
2009,ES,Comercial,1342004.0
2009,ES,Industrial,3539186.0
2009,ES,Outros,1280898.0
2009,ES,Residencial,1808163.0
2009,ES,Total,7970251.0
2009,GO,Cativo,8987082.0
2009,GO,Comercial,1803544.0
2009,GO,Industrial,3279931.8
2009,GO,Outros,2274664.0
2009,GO,Residencial,2945481.0
2009,GO,Total,10303620.8
2009,MA,Cativo,3803344.0
2009,MA,Comercial,703753.0
2009,MA,Industrial,7598496.0
2009,MA,Outros,850472.0
2009,MA,Residencial,1641066.0
2009,MA,Total,10793787.0
2009,MG,Cativo,24200528.0
2009,MG,Comercial,5044309.0
2009,MG,Industrial,26264375.0
2009,MG,Outros,5483352.0
2009,MG,Residencial,8299449.0
2009,MG,Total,45091485.0
2009,MS,Cativo,3383210.0
2009,MS,Comercial,748196.0
2009,MS,Industrial,969974.0
2009,MS,Outros,935546.0
2009,MS,Residencial,1152991.0
2009,MS,Total,3806707.0
2009,MT,Cativo,4984317.85
2009,MT,Comercial,1098444.0
2009,MT,Industrial,1613085.0
2009,MT,Outros,1233077.85
2009,MT,Residencial,1595715.0
2009,MT,Total,5540321.85
2009,PA,Cativo,7096134.0
2009,PA,Comercial,1215521.0
2009,PA,Industrial,10328045.0
2009,PA,Outros,1145250.0
2009,PA,Residencial,2078438.0
2009,PA,Total,14767254.0
2009,PB,Cativo,3170953.0
2009,PB,Comercial,577129.0
2009,PB,Industrial,1243382.0
2009,PB,Outros,789343.0
2009,PB,Residencial,1104639.0
2009,PB,Total,3714493.0
2009,PE,Cativo,9772126.0
2009,PE,Comercial,1926232.0
2009,PE,Industrial,2573345.0
2009,PE,Outros,2081967.0
2009,PE,Residencial,3507062.0
2009,PE,Total,10088606.0
2009,PI,Cativo,1903225.0
2009,PI,Comercial,388716.0
2009,PI,Industrial,231370.0
2009,PI,Outros,475447.0
2009,PI,Residencial,807695.0
2009,PI,Total,1903228.0
2009,PR,Cativo,20749237.0
2009,PR,Comercial,4275224.0
2009,PR,Industrial,9967165.0
2009,PR,Outros,3903889.0
2009,PR,Residencial,5757614.0
2009,PR,Total,23903892.0
2009,RJ,Cativo,27619603.0
2009,RJ,Comercial,8243987.0
2009,RJ,Industrial,8119517.7
2009,RJ,Outros,5510558.0
2009,RJ,Residencial,11436806.0
2009,RJ,Total,33310868.7
2009,RN,Cativo,4084128.0
2009,RN,Comercial,789560.0
2009,RN,Industrial,1152401.0
2009,RN,Outros,873501.0
2009,RN,Residencial,1311817.0
2009,RN,Total,4127279.0
2009,RO,Cativo,1913755.0
2009,RO,Comercial,425761.0
2009,RO,Industrial,320707.0
2009,RO,Outros,482281.0
2009,RO,Residencial,685006.0
2009,RO,Total,1913755.0
2009,RR,Cativo,491253.0
2009,RR,Comercial,106365.0
2009,RR,Industrial,15138.0
2009,RR,Outros,134082.0
2009,RR,Residencial,235668.0
2009,RR,Total,491253.0
2009,RS,Cativo,21609292.0
2009,RS,Comercial,4089891.0
2009,RS,Industrial,9040880.0
2009,RS,Outros,4896427.0
2009,RS,Residencial,6417036.0
2009,RS,Total,24444234.0
2009,SC,Cativo,15032320.0
2009,SC,Comercial,2727537.0
2009,SC,Industrial,7955067.0
2009,SC,Outros,2362012.0
2009,SC,Residencial,4135527.0
2009,SC,Total,17180143.0
2009,SE,Cativo,2171239.0
2009,SE,Comercial,430434.0
2009,SE,Industrial,1366615.0
2009,SE,Outros,535419.0
2009,SE,Residencial,733993.0
2009,SE,Total,3066461.0
2009,SP,Cativo,86963635.0
2009,SP,Comercial,21750837.0
2009,SP,Industrial,50610669.0
2009,SP,Outros,12949825.0
2009,SP,Residencial,32871030.0
2009,SP,Total,118182361.0
2009,TO,Cativo,1219458.0
2009,TO,Comercial,252790.0
2009,TO,Industrial,154546.0
2009,TO,Outros,368525.0
2009,TO,Residencial,443597.0
2009,TO,Total,1219458.0
2010,AC,Cativo,670665.36
2010,AC,Comercial,143821.0
2010,AC,Industrial,35797.0
2010,AC,Outros,183891.36
2010,AC,Residencial,309742.0
2010,AC,Total,673251.36
2010,AL,Cativo,3855683.0
2010,AL,Comercial,537920.0
2010,AL,Industrial,1895848.0
2010,AL,Outros,645632.0
2010,AL,Residencial,925967.0
2010,AL,Total,4005367.0
2010,AM,Cativo,4815239.0
2010,AM,Comercial,945274.0
2010,AM,Industrial,1651843.0
2010,AM,Outros,900511.0
2010,AM,Residencial,1317611.0
2010,AM,Total,4815239.0
2010,AP,Cativo,785874.0
2010,AP,Comercial,179541.0
2010,AP,Industrial,34637.0
2010,AP,Outros,175157.0
2010,AP,Residencial,396539.0
2010,AP,Total,785874.0
2010,BA,Cativo,20047278.0
2010,BA,Comercial,2797514.0
2010,BA,Industrial,10334244.0
2010,BA,Outros,3233151.0
2010,BA,Residencial,5176197.0
2010,BA,Total,21541106.0
2010,CE,Cativo,8144846.0
2010,CE,Comercial,1684609.0
2010,CE,Industrial,2223896.0
2010,CE,Outros,2018312.0
2010,CE,Residencial,2949210.0
2010,CE,Total,8876027.0
2010,DF,Cativo,5385063.0
2010,DF,Comercial,1653555.0
2010,DF,Industrial,634350.0
2010,DF,Outros,1347703.0
2010,DF,Residencial,1966598.0
2010,DF,Total,5602206.0
2010,ES,Cativo,5636549.0
2010,ES,Comercial,1411222.0
2010,ES,Industrial,4693683.0
2010,ES,Outros,1367602.0
2010,ES,Residencial,1913546.0
2010,ES,Total,9386053.0
2010,GO,Cativo,9637039.0
2010,GO,Comercial,1866999.0
2010,GO,Industrial,3281451.0
2010,GO,Outros,2459988.0
2010,GO,Residencial,3296839.0
2010,GO,Total,10905277.0
2010,MA,Cativo,4516780.0
2010,MA,Comercial,817593.0
2010,MA,Industrial,7882472.0
2010,MA,Outros,996585.0
2010,MA,Residencial,1916565.0
2010,MA,Total,11613215.0
2010,MG,Cativo,24975952.0
2010,MG,Comercial,5268187.0
2010,MG,Industrial,31515027.0
2010,MG,Outros,5843464.0
2010,MG,Residencial,8686179.0
2010,MG,Total,51312857.0
2010,MS,Cativo,3650751.0
2010,MS,Comercial,815170.0
2010,MS,Industrial,997740.0
2010,MS,Outros,966524.0
2010,MS,Residencial,1237873.0
2010,MS,Total,4017307.0
2010,MT,Cativo,5108715.0
2010,MT,Comercial,1150161.0
2010,MT,Industrial,1630982.0
2010,MT,Outros,1299491.0
2010,MT,Residencial,1705056.0
2010,MT,Total,5785690.0
2010,PA,Cativo,7807153.0
2010,PA,Comercial,1327492.0
2010,PA,Industrial,10925228.0
2010,PA,Outros,1220535.0
2010,PA,Residencial,2320654.0
2010,PA,Total,15793909.0
2010,PB,Cativo,3583120.0
2010,PB,Comercial,651136.0
2010,PB,Industrial,1392310.0
2010,PB,Outros,873316.0
2010,PB,Residencial,1264291.0
2010,PB,Total,4181053.0
2010,PE,Cativo,10261697.0
2010,PE,Comercial,2057833.0
2010,PE,Industrial,2872920.0
2010,PE,Outros,2214238.0
2010,PE,Residencial,3791342.0
2010,PE,Total,10936333.0
2010,PI,Cativo,2225664.0
2010,PI,Comercial,453775.0
2010,PI,Industrial,251424.0
2010,PI,Outros,530937.0
2010,PI,Residencial,989528.0
2010,PI,Total,2225664.0
2010,PR,Cativo,22046560.0
2010,PR,Comercial,4568603.0
2010,PR,Industrial,10649499.0
2010,PR,Outros,4118663.0
2010,PR,Residencial,6018594.0
2010,PR,Total,25355359.0
2010,RJ,Cativo,28542438.0
2010,RJ,Comercial,8608801.0
2010,RJ,Industrial,9517035.0
2010,RJ,Outros,5808844.0
2010,RJ,Residencial,11866517.0
2010,RJ,Total,35801197.0
2010,RN,Cativo,3842002.0
2010,RN,Comercial,851833.0
2010,RN,Industrial,1263275.0
2010,RN,Outros,940440.0
2010,RN,Residencial,1467783.0
2010,RN,Total,4523331.0
2010,RO,Cativo,2184581.0
2010,RO,Comercial,480278.0
2010,RO,Industrial,394081.0
2010,RO,Outros,516276.0
2010,RO,Residencial,793946.0
2010,RO,Total,2184581.0
2010,RR,Cativo,542696.0
2010,RR,Comercial,116689.0
2010,RR,Industrial,17101.0
2010,RR,Outros,145056.0
2010,RR,Residencial,263850.0
2010,RR,Total,542696.0
2010,RS,Cativo,22839652.4
2010,RS,Comercial,4281925.6
2010,RS,Industrial,10166640.3
2010,RS,Outros,5026863.41
2010,RS,Residencial,6753203.0
2010,RS,Total,26228632.31
2010,SC,Cativo,15211469.0
2010,SC,Comercial,2881756.0
2010,SC,Industrial,8759560.0
2010,SC,Outros,2359282.34
2010,SC,Residencial,4349326.0
2010,SC,Total,18349924.34
2010,SE,Cativo,2273468.3
2010,SE,Comercial,453931.0
2010,SE,Industrial,1471470.0
2010,SE,Outros,566067.35
2010,SE,Residencial,803381.0
2010,SE,Total,3294849.35
2010,SP,Cativo,90344792.3
2010,SP,Comercial,22867305.0
2010,SP,Industrial,54779982.0
2010,SP,Outros,13643202.3
2010,SP,Residencial,34214106.0
2010,SP,Total,125504595.3
2010,TO,Cativo,1417154.0
2010,TO,Comercial,297073.0
2010,TO,Industrial,205812.0
2010,TO,Outros,403052.0
2010,TO,Residencial,520227.0
2010,TO,Total,1426164.0
2011,AC,Cativo,727378.86
2011,AC,Comercial,160847.0
2011,AC,Industrial,37939.0
2011,AC,Outros,197661.86
2011,AC,Residencial,331917.0
2011,AC,Total,728364.86
2011,AL,Cativo,3778636.0
2011,AL,Comercial,572480.0
2011,AL,Industrial,1627283.0
2011,AL,Outros,662892.0
2011,AL,Residencial,1019796.0
2011,AL,Total,3882451.0
2011,AM,Cativo,5085352.0
2011,AM,Comercial,1010478.0
2011,AM,Industrial,1775360.0
2011,AM,Outros,913909.0
2011,AM,Residencial,1385605.0
2011,AM,Total,5085352.0
2011,AP,Cativo,825072.0
2011,AP,Comercial,193452.0
2011,AP,Industrial,34702.0
2011,AP,Outros,177284.0
2011,AP,Residencial,419634.0
2011,AP,Total,825072.0
2011,BA,Cativo,19907321.0
2011,BA,Comercial,2896664.0
2011,BA,Industrial,9334121.0
2011,BA,Outros,3361514.0
2011,BA,Residencial,5367100.0
2011,BA,Total,20959399.0
2011,CE,Cativo,8038433.0
2011,CE,Comercial,1711683.0
2011,CE,Industrial,2313300.0
2011,CE,Outros,1970727.0
2011,CE,Residencial,3031925.0
2011,CE,Total,9027635.0
2011,DF,Cativo,5471755.0
2011,DF,Comercial,1834229.0
2011,DF,Industrial,675370.0
2011,DF,Outros,1402938.0
2011,DF,Residencial,2005410.0
2011,DF,Total,5917947.0
2011,ES,Cativo,5781319.0
2011,ES,Comercial,1472890.0
2011,ES,Industrial,4961461.0
2011,ES,Outros,1364660.0
2011,ES,Residencial,1968552.0
2011,ES,Total,9767563.0
2011,GO,Cativo,9842014.0
2011,GO,Comercial,1903278.0
2011,GO,Industrial,4029144.0
2011,GO,Outros,2353172.0
2011,GO,Residencial,3420798.0
2011,GO,Total,11706392.0
2011,MA,Cativo,4783885.0
2011,MA,Comercial,872763.0
2011,MA,Industrial,8111262.0
2011,MA,Outros,1027471.0
2011,MA,Residencial,2041260.0
2011,MA,Total,12052756.0
2011,MG,Cativo,26095303.0
2011,MG,Comercial,5764918.0
2011,MG,Industrial,32492120.0
2011,MG,Outros,6231550.0
2011,MG,Residencial,9122122.0
2011,MG,Total,53610710.0
2011,MS,Cativo,3906243.0
2011,MS,Comercial,902923.0
2011,MS,Industrial,1053510.0
2011,MS,Outros,1019274.0
2011,MS,Residencial,1326457.0
2011,MS,Total,4302164.0
2011,MT,Cativo,5209538.0
2011,MT,Comercial,1255627.0
2011,MT,Industrial,1849332.0
2011,MT,Outros,1400661.0
2011,MT,Residencial,1772399.0
2011,MT,Total,6278019.0
2011,PA,Cativo,7788983.0
2011,PA,Comercial,1383560.0
2011,PA,Industrial,11697322.0
2011,PA,Outros,1225806.0
2011,PA,Residencial,2345949.0
2011,PA,Total,16652637.0
2011,PB,Cativo,3687972.0
2011,PB,Comercial,693912.0
2011,PB,Industrial,1328045.0
2011,PB,Outros,879108.0
2011,PB,Residencial,1355596.0
2011,PB,Total,4256661.0
2011,PE,Cativo,10428349.0
2011,PE,Comercial,2166192.0
2011,PE,Industrial,2989830.0
2011,PE,Outros,2201985.0
2011,PE,Residencial,3932766.0
2011,PE,Total,11290773.0
2011,PI,Cativo,2392555.0
2011,PI,Comercial,491320.0
2011,PI,Industrial,245272.0
2011,PI,Outros,627290.0
2011,PI,Residencial,1028673.0
2011,PI,Total,2392555.0
2011,PR,Cativo,23034968.0
2011,PR,Comercial,4911719.0
2011,PR,Industrial,11058411.0
2011,PR,Outros,4269338.0
2011,PR,Residencial,6314932.0
2011,PR,Total,26554400.0
2011,RJ,Cativo,30147566.0
2011,RJ,Comercial,8974998.0
2011,RJ,Industrial,8937740.0
2011,RJ,Outros,6755084.0
2011,RJ,Residencial,12340103.0
2011,RJ,Total,37007925.0
2011,RN,Cativo,3945662.0
2011,RN,Comercial,878660.0
2011,RN,Industrial,1245089.0
2011,RN,Outros,922736.0
2011,RN,Residencial,1531495.0
2011,RN,Total,4577980.0
2011,RO,Cativo,2377847.0
2011,RO,Comercial,527474.0
2011,RO,Industrial,432199.0
2011,RO,Outros,542714.0
2011,RO,Residencial,875460.0
2011,RO,Total,2377847.0
2011,RR,Cativo,586999.0
2011,RR,Comercial,129391.0
2011,RR,Industrial,15802.0
2011,RR,Outros,149865.0
2011,RR,Residencial,291941.0
2011,RR,Total,586999.0
2011,RS,Cativo,23693817.0
2011,RS,Comercial,4602704.0
2011,RS,Industrial,10594743.0
2011,RS,Outros,5476057.0
2011,RS,Residencial,6956044.0
2011,RS,Total,27629548.0
2011,SC,Cativo,16080353.0
2011,SC,Comercial,3125222.0
2011,SC,Industrial,8968811.0
2011,SC,Outros,3722624.0
2011,SC,Residencial,4469182.0
2011,SC,Total,20285839.0
2011,SE,Cativo,2396165.0
2011,SE,Comercial,478689.0
2011,SE,Industrial,1545676.0
2011,SE,Outros,595302.0
2011,SE,Residencial,853928.0
2011,SE,Total,3473595.0
2011,SP,Cativo,92865503.0
2011,SP,Comercial,24253309.0
2011,SP,Industrial,55989265.0
2011,SP,Outros,14121708.0
2011,SP,Residencial,35917903.0
2011,SP,Total,130282185.0
2011,TO,Cativo,1472780.0
2011,TO,Comercial,312141.0
2011,TO,Industrial,232439.0
2011,TO,Outros,414566.0
2011,TO,Residencial,543719.0
2011,TO,Total,1502865.0
2012,AC,Cativo,820091.72
2012,AC,Comercial,190537.61
2012,AC,Industrial,43825.0
2012,AC,Outros,225604.1
2012,AC,Residencial,362017.0
2012,AC,Total,821983.71
2012,AL,Cativo,4342181.0
2012,AL,Comercial,644989.0
2012,AL,Industrial,1945027.0
2012,AL,Outros,760785.0
2012,AL,Residencial,1096220.0
2012,AL,Total,4447021.0
2012,AM,Cativo,5596326.0
2012,AM,Comercial,1180407.0
2012,AM,Industrial,1816286.0
2012,AM,Outros,1044507.0
2012,AM,Residencial,1555126.0
2012,AM,Total,5596326.0
2012,AP,Cativo,881936.0
2012,AP,Comercial,215861.0
2012,AP,Industrial,36580.0
2012,AP,Outros,181211.0
2012,AP,Residencial,448284.0
2012,AP,Total,881936.0
2012,BA,Cativo,19536898.0
2012,BA,Comercial,3033843.0
2012,BA,Industrial,9602149.0
2012,BA,Outros,3670645.0
2012,BA,Residencial,5504723.0
2012,BA,Total,21811360.0
2012,CE,Cativo,8871976.0
2012,CE,Comercial,1883063.0
2012,CE,Industrial,2383024.0
2012,CE,Outros,2401454.0
2012,CE,Residencial,3357071.0
2012,CE,Total,10024612.0
2012,DF,Cativo,5667599.0
2012,DF,Comercial,1924662.0
2012,DF,Industrial,732834.0
2012,DF,Outros,1449431.0
2012,DF,Residencial,2074439.0
2012,DF,Total,6181366.0
2012,ES,Cativo,6121000.0
2012,ES,Comercial,1619139.0
2012,ES,Industrial,4899050.0
2012,ES,Outros,1470417.0
2012,ES,Residencial,2071426.0
2012,ES,Total,10060032.0
2012,GO,Cativo,10610126.0
2012,GO,Comercial,2102890.0
2012,GO,Industrial,4665310.0
2012,GO,Outros,2504203.0
2012,GO,Residencial,3731975.0
2012,GO,Total,13004378.0
2012,MA,Cativo,4775881.0
2012,MA,Comercial,960423.0
2012,MA,Industrial,7372669.0
2012,MA,Outros,1109162.0
2012,MA,Residencial,2257543.0
2012,MA,Total,11699797.0
2012,MG,Cativo,26477352.0
2012,MG,Comercial,6167648.0
2012,MG,Industrial,31186425.0
2012,MG,Outros,6577513.0
2012,MG,Residencial,9475471.0
2012,MG,Total,53407057.0
2012,MS,Cativo,4221837.0
2012,MS,Comercial,1014739.0
2012,MS,Industrial,1152727.0
2012,MS,Outros,1075300.0
2012,MS,Residencial,1451186.0
2012,MS,Total,4693952.0
2012,MT,Cativo,5578685.0
2012,MT,Comercial,1367622.0
2012,MT,Industrial,1993502.0
2012,MT,Outros,1532197.0
2012,MT,Residencial,1944711.0
2012,MT,Total,6838032.0
2012,PA,Cativo,6322387.0
2012,PA,Comercial,1467473.0
2012,PA,Industrial,11553793.0
2012,PA,Outros,1217714.0
2012,PA,Residencial,2409108.0
2012,PA,Total,16648088.0
2012,PB,Cativo,3930599.0
2012,PB,Comercial,754437.0
2012,PB,Industrial,1409207.0
2012,PB,Outros,975493.0
2012,PB,Residencial,1430885.0
2012,PB,Total,4570022.0
2012,PE,Cativo,10275640.0
2012,PE,Comercial,2329612.0
2012,PE,Industrial,3150897.0
2012,PE,Outros,2322614.0
2012,PE,Residencial,4028383.0
2012,PE,Total,11831506.0
2012,PI,Cativo,2734312.0
2012,PI,Comercial,572242.0
2012,PI,Industrial,227822.0
2012,PI,Outros,740015.0
2012,PI,Residencial,1194233.0
2012,PI,Total,2734312.0
2012,PR,Cativo,23849429.26
2012,PR,Comercial,5261703.02
2012,PR,Industrial,11356199.24
2012,PR,Outros,4518410.35
2012,PR,Residencial,6653965.53
2012,PR,Total,27790278.14
2012,RJ,Cativo,30530819.0
2012,RJ,Comercial,9654422.0
2012,RJ,Industrial,9073326.0
2012,RJ,Outros,6954473.0
2012,RJ,Residencial,12367313.0
2012,RJ,Total,38049534.0
2012,RN,Cativo,4173196.0
2012,RN,Comercial,922069.0
2012,RN,Industrial,1238885.0
2012,RN,Outros,1073522.0
2012,RN,Residencial,1635583.0
2012,RN,Total,4870059.0
2012,RO,Cativo,2826148.0
2012,RO,Comercial,603133.0
2012,RO,Industrial,567555.0
2012,RO,Outros,594751.0
2012,RO,Residencial,1060709.0
2012,RO,Total,2826148.0
2012,RR,Cativo,661925.0
2012,RR,Comercial,148099.0
2012,RR,Industrial,18643.0
2012,RR,Outros,165863.0
2012,RR,Residencial,329320.0
2012,RR,Total,661925.0
2012,RS,Cativo,23704044.0
2012,RS,Comercial,4971680.0
2012,RS,Industrial,10248188.0
2012,RS,Outros,5555185.0
2012,RS,Residencial,7336379.0
2012,RS,Total,28111432.0
2012,SC,Cativo,16533432.0
2012,SC,Comercial,3507307.0
2012,SC,Industrial,9311846.0
2012,SC,Outros,4070357.0
2012,SC,Residencial,4699408.0
2012,SC,Total,21588918.0
2012,SE,Cativo,2472002.0
2012,SE,Comercial,520004.0
2012,SE,Industrial,1572592.0
2012,SE,Outros,638657.0
2012,SE,Residencial,890460.0
2012,SE,Total,3621713.0
2012,SP,Cativo,94413643.0
2012,SP,Comercial,25870746.0
2012,SP,Industrial,55628351.0
2012,SP,Outros,14562848.0
2012,SP,Residencial,37680313.0
2012,SP,Total,133742258.0
2012,TO,Cativo,1569052.0
2012,TO,Comercial,337605.0
2012,TO,Industrial,238127.0
2012,TO,Outros,437015.0
2012,TO,Residencial,599598.0
2012,TO,Total,1612345.0
2013,AC,Cativo,833690.63
2013,AC,Comercial,193328.0
2013,AC,Industrial,37296.0
2013,AC,Outros,240371.63
2013,AC,Residencial,373115.0
2013,AC,Total,844110.63
2013,AL,Cativo,4591451.0
2013,AL,Comercial,700368.0
2013,AL,Industrial,2072949.0
2013,AL,Outros,786189.0
2013,AL,Residencial,1227063.0
2013,AL,Total,4786569.0
2013,AM,Cativo,5966223.0
2013,AM,Comercial,1236084.0
2013,AM,Industrial,1783888.0
2013,AM,Outros,1162593.0
2013,AM,Residencial,1783658.0
2013,AM,Total,5966223.0
2013,AP,Cativo,960896.0
2013,AP,Comercial,237576.0
2013,AP,Industrial,38007.0
2013,AP,Outros,185717.0
2013,AP,Residencial,499596.0
2013,AP,Total,960896.0
2013,BA,Cativo,20432837.0
2013,BA,Comercial,3307261.0
2013,BA,Industrial,9902533.0
2013,BA,Outros,3968339.0
2013,BA,Residencial,6143554.0
2013,BA,Total,23321687.0
2013,CE,Cativo,9473218.0
2013,CE,Comercial,2042833.0
2013,CE,Industrial,2498317.0
2013,CE,Outros,2516873.0
2013,CE,Residencial,3750613.0
2013,CE,Total,10808636.0
2013,DF,Cativo,5965187.0
2013,DF,Comercial,2016406.0
2013,DF,Industrial,783957.0
2013,DF,Outros,1541769.0
2013,DF,Residencial,2191307.0
2013,DF,Total,6533439.0
2013,ES,Cativo,6497253.0
2013,ES,Comercial,1707073.0
2013,ES,Industrial,4995217.0
2013,ES,Outros,1577206.0
2013,ES,Residencial,2212913.0
2013,ES,Total,10492409.0
2013,GO,Cativo,11105848.0
2013,GO,Comercial,2207508.0
2013,GO,Industrial,4894339.0
2013,GO,Outros,2555186.0
2013,GO,Residencial,3957573.0
2013,GO,Total,13614606.0
2013,MA,Cativo,5215632.0
2013,MA,Comercial,1062257.0
2013,MA,Industrial,6190444.0
2013,MA,Outros,1183001.0
2013,MA,Residencial,2563495.0
2013,MA,Total,10999197.0
2013,MG,Cativo,27563979.0
2013,MG,Comercial,6494685.0
2013,MG,Industrial,30404085.0
2013,MG,Outros,6882195.0
2013,MG,Residencial,10117919.0
2013,MG,Total,53898884.0
2013,MS,Cativo,4407388.0
2013,MS,Comercial,1077474.0
2013,MS,Industrial,1346070.0
2013,MS,Outros,1103103.0
2013,MS,Residencial,1571159.0
2013,MS,Total,5097806.0
2013,MT,Cativo,6113123.0
2013,MT,Comercial,1503494.0
2013,MT,Industrial,2188468.0
2013,MT,Outros,1635899.0
2013,MT,Residencial,2181737.0
2013,MT,Total,7509598.0
2013,PA,Cativo,6842694.0
2013,PA,Comercial,1626735.0
2013,PA,Industrial,11425188.0
2013,PA,Outros,1288066.0
2013,PA,Residencial,2632020.0
2013,PA,Total,16972009.0
2013,PB,Cativo,4117668.0
2013,PB,Comercial,825749.0
2013,PB,Industrial,1459806.0
2013,PB,Outros,1021318.0
2013,PB,Residencial,1603427.0
2013,PB,Total,4910300.0
2013,PE,Cativo,10911716.0
2013,PE,Comercial,2547770.0
2013,PE,Industrial,3413864.0
2013,PE,Outros,2410137.0
2013,PE,Residencial,4563335.0
2013,PE,Total,12935106.0
2013,PI,Cativo,2807636.0
2013,PI,Comercial,618107.0
2013,PI,Industrial,268597.0
2013,PI,Outros,676506.0
2013,PI,Residencial,1328469.0
2013,PI,Total,2891679.0
2013,PR,Cativo,23562548.0
2013,PR,Comercial,5494360.0
2013,PR,Industrial,11879150.0
2013,PR,Outros,4669697.0
2013,PR,Residencial,6985892.0
2013,PR,Total,29029099.0
2013,RJ,Cativo,31492973.0
2013,RJ,Comercial,10163661.0
2013,RJ,Industrial,9287161.0
2013,RJ,Outros,7185611.0
2013,RJ,Residencial,12832744.0
2013,RJ,Total,39469177.0
2013,RN,Cativo,4422645.0
2013,RN,Comercial,997824.0
2013,RN,Industrial,1287802.0
2013,RN,Outros,1125700.0
2013,RN,Residencial,1804820.0
2013,RN,Total,5216146.0
2013,RO,Cativo,2824575.0
2013,RO,Comercial,606077.0
2013,RO,Industrial,598583.0
2013,RO,Outros,641641.0
2013,RO,Residencial,1084123.0
2013,RO,Total,2930424.0
2013,RR,Cativo,705117.0
2013,RR,Comercial,155999.0
2013,RR,Industrial,18060.0
2013,RR,Outros,173966.0
2013,RR,Residencial,357092.0
2013,RR,Total,705117.0
2013,RS,Cativo,23602829.0
2013,RS,Comercial,5040224.0
2013,RS,Industrial,10665149.0
2013,RS,Outros,5500212.0
2013,RS,Residencial,7750414.0
2013,RS,Total,28955999.0
2013,SC,Cativo,16717492.0
2013,SC,Comercial,3645827.0
2013,SC,Industrial,9790268.0
2013,SC,Outros,4036837.0
2013,SC,Residencial,4934641.0
2013,SC,Total,22407573.0
2013,SE,Cativo,2588446.0
2013,SE,Comercial,556564.0
2013,SE,Industrial,1629443.0
2013,SE,Outros,659376.0
2013,SE,Residencial,979186.0
2013,SE,Total,3824569.0
2013,SP,Cativo,95250044.0
2013,SP,Comercial,27263156.0
2013,SP,Industrial,55550416.0
2013,SP,Outros,14648083.0
2013,SP,Residencial,38782678.0
2013,SP,Total,136244333.0
2013,TO,Cativo,1766617.0
2013,TO,Comercial,375480.0
2013,TO,Industrial,275500.0
2013,TO,Outros,470503.0
2013,TO,Residencial,695419.0
2013,TO,Total,1816902.0
2014,AC,Cativo,875327.0
2014,AC,Comercial,224450.0
2014,AC,Industrial,36908.0
2014,AC,Outros,224963.0
2014,AC,Residencial,400239.0
2014,AC,Total,886560.0
2014,AL,Cativo,4741538.0
2014,AL,Comercial,752102.0
2014,AL,Industrial,2127647.0
2014,AL,Outros,763219.0
2014,AL,Residencial,1306645.0
2014,AL,Total,4949613.0
2014,AM,Cativo,6275225.0
2014,AM,Comercial,1310079.0
2014,AM,Industrial,1786929.0
2014,AM,Outros,1166818.0
2014,AM,Residencial,2011399.0
2014,AM,Total,6275225.0
2014,AP,Cativo,1014621.0
2014,AP,Comercial,255356.0
2014,AP,Industrial,39221.0
2014,AP,Outros,186017.0
2014,AP,Residencial,534027.0
2014,AP,Total,1014621.0
2014,BA,Cativo,21486736.0
2014,BA,Comercial,3467709.0
2014,BA,Industrial,10683989.0
2014,BA,Outros,4067100.0
2014,BA,Residencial,6526183.0
2014,BA,Total,24744981.0
2014,CE,Cativo,10081654.0
2014,CE,Comercial,2182896.0
2014,CE,Industrial,2456427.0
2014,CE,Outros,2696364.0
2014,CE,Residencial,4020815.0
2014,CE,Total,11356502.0
2014,DF,Cativo,6165478.0
2014,DF,Comercial,2095863.0
2014,DF,Industrial,804834.0
2014,DF,Outros,1571815.0
2014,DF,Residencial,2299844.0
2014,DF,Total,6772356.0
2014,ES,Cativo,6848585.0
2014,ES,Comercial,1804547.0
2014,ES,Industrial,5118085.0
2014,ES,Outros,1640615.0
2014,ES,Residencial,2361911.0
2014,ES,Total,10925158.0
2014,GO,Cativo,11670425.0
2014,GO,Comercial,2323450.0
2014,GO,Industrial,5007351.0
2014,GO,Outros,2668837.0
2014,GO,Residencial,4238227.0
2014,GO,Total,14237865.0
2014,MA,Cativo,5590462.0
2014,MA,Comercial,1183193.0
2014,MA,Industrial,3500867.0
2014,MA,Outros,1231088.0
2014,MA,Residencial,2784966.0
2014,MA,Total,8700114.0
2014,MG,Cativo,29027894.0
2014,MG,Comercial,6852189.0
2014,MG,Industrial,29268148.0
2014,MG,Outros,7354404.0
2014,MG,Residencial,10697894.0
2014,MG,Total,54172635.0
2014,MS,Cativo,4744620.0
2014,MS,Comercial,1193837.0
2014,MS,Industrial,1236451.0
2014,MS,Outros,1162181.0
2014,MS,Residencial,1752894.0
2014,MS,Total,5345363.0
2014,MT,Cativo,6680502.0
2014,MT,Comercial,1614007.0
2014,MT,Industrial,2222390.0
2014,MT,Outros,1787799.0
2014,MT,Residencial,2401149.0
2014,MT,Total,8025345.0
2014,PA,Cativo,7663996.0
2014,PA,Comercial,1718733.0
2014,PA,Industrial,12085275.0
2014,PA,Outros,1401890.0
2014,PA,Residencial,3200255.0
2014,PA,Total,18406153.0
2014,PB,Cativo,4414263.0
2014,PB,Comercial,886365.0
2014,PB,Industrial,1474953.88
2014,PB,Outros,1022117.0
2014,PB,Residencial,1719925.0
2014,PB,Total,5103360.88
