ano,uf,consumo_energia,soma_produto_interno_bruto,soma_produto_interno_bruto_per_capita,sigla_uf,highest_tipo_consumo
2019,DF,11880441.0,273613711.0,90742.75,DF,Residencial
2019,ES,17159552.71,137345595.0,2301379.889999999,ES,Industrial
2019,GO,27864099.36,208672492.0,7393188.819999999,GO,Industrial
2019,MA,13457658.94,97339951.0,2229023.709999999,MA,Residencial
2019,MG,83258183.02,651872700.0,18254219.09999997,MG,Industrial
2019,MS,11026918.43,106943246.0,3275653.750000001,MS,Residencial
2019,MT,17101126.94,142122023.0,5569037.790000001,MT,Residencial
2019,PA,25692902.5,178376983.0,2604822.2,PA,Industrial
2019,PB,9910365.61,67986076.0,2442538.39,PB,Residencial
2019,PE,25592888.87,197853376.0,2487759.74,PE,Residencial
2019,PI,7231816.88,52780780.0,2604325.0500000007,PI,Residencial
2019,PR,53538768.133,466377044.0,12951355.61999999,PR,Industrial
2019,RJ,67648345.75,779927918.0,3685819.98,RJ,Residencial
2019,RN,10500059.0,71336785.0,2680719.010000001,RN,Residencial
2019,RO,6301258.96,47091334.0,1194324.0,RO,Residencial
2019,RR,1864179.61,14292227.0,271934.61,RR,Residencial
2019,RS,52483908.896,482464181.0,19692771.25000004,RS,Industrial
2019,SC,42662170.45,323263861.0,10687544.85,SC,Industrial
2019,SE,6485542.829,44689487.0,1145504.6,SE,Residencial
2019,SP,217288223.33,2348337978.0,22296723.21,SP,Industrial
2019,TO,4594226.08,39355940.0,2890365.900000001,TO,Residencial
2020,AC,2159719.94,16476370.0,316368.51000000007,AC,Residencial
2020,AL,7194349.59,63202345.0,1718767.5700000003,AL,Residencial
2020,AM,10857582.55,116019141.0,749693.6299999999,AM,Residencial
2020,AP,2037635.89,18469113.0,324543.07,AP,Residencial
2020,BA,40588635.33,305320810.0,6138327.000000003,BA,Industrial
2020,CE,21636247.27,166914539.0,2305758.74,CE,Residencial
2020,DF,11462898.0,265847334.0,87016.16,DF,Residencial
2020,ES,16189907.84,138445921.0,2148335.26,ES,Industrial
2020,GO,27890573.177,224126115.0,8325653.849999997,GO,Industrial
2020,MA,13782795.9,106915959.0,2704322.0300000017,MA,Residencial
2020,MG,82235234.66,682786125.0,20219937.72,MG,Industrial
2020,MS,11119570.961,122627728.0,3985848.17,MS,Residencial
2020,MT,17585277.179899998,178649564.0,7640521.9,MT,Residencial
2020,PA,27150551.6,215935606.0,3193924.370000001,PA,Industrial
2020,PB,9893947.68,70292033.0,2608527.4800000004,PB,Residencial
2020,PE,24492297.08,193307315.0,2513395.58,PE,Residencial
2020,PI,7220457.6,56391254.0,3024591.269999999,PI,Residencial
2020,PR,52068125.2261,487930595.0,15517467.939999992,PR,Industrial
2020,RJ,64756643.66,753823712.0,3720735.98,RJ,Residencial
2020,RN,10143673.0,71577102.0,2868655.099999999,RN,Residencial
2020,RO,6555335.99,51598745.0,1314692.23,RO,Residencial
2020,RR,1950609.51,16024274.0,311250.44999999995,RR,Residencial
2020,RS,50631096.012,470941851.0,20016018.800000004,RS,Industrial
2020,SC,42681761.84,349275021.0,11920471.27,SC,Industrial
2020,SE,6312294.409,45409655.0,1216682.47,SE,Residencial
2020,SP,209610076.92,2377638980.0,24606947.60999999,SP,Industrial
2020,TO,4611914.18,43649801.0,3553305.6500000004,TO,Residencial
2021,AC,2135437.95,21374442.0,480844.45,AC,Residencial
2021,AL,8044726.53,76265620.0,2088906.93,AL,Residencial
2021,AM,10729320.02,131531039.0,860976.6800000002,AM,Residencial
2021,AP,2279234.83,20099850.0,339716.49,AP,Residencial
2021,BA,42675296.86,352617846.0,7139491.230000005,BA,Industrial
2021,CE,22935609.6,194884807.0,2647466.580000001,CE,Residencial
2021,DF,11792753.19,286943782.0,92732.27,DF,Residencial
2021,ES,16765608.1,186336503.0,3018097.039999998,ES,Industrial
2021,GO,28721307.25,269627879.0,10193076.219999991,GO,Industrial
2021,MA,14437873.92,124980727.0,3273307.06,MA,Residencial
2021,MG,85180171.131,857593211.0,26213904.70999997,MG,Industrial
2021,MS,10996138.209,142203764.0,4491709.879999999,MS,Residencial
2021,MT,17284121.06,233390206.0,10560950.979999997,MT,Residencial
2021,PA,29119084.05,262904976.0,4041655.51,PA,Industrial
2021,PB,10256411.87,77470329.0,2919274.6100000013,PB,Residencial
2021,PE,25849514.71,220813521.0,2849237.2000000007,PE,Residencial
2021,PI,7622307.0,64028312.0,3477464.149999998,PI,Residencial
2021,PR,54680213.805,549973060.0,17189476.479999993,PR,Industrial
2021,RJ,63729874.49,949300764.0,5106215.12,RJ,Residencial
2021,RN,10652813.0,80180735.0,3323486.0499999984,RN,Residencial
2021,RO,6476380.05,58170098.0,1664093.5599999996,RO,Residencial
2021,RR,2146454.58,18202580.0,343933.41000000003,RR,Residencial
2021,RS,50203741.45,581283683.0,28571474.08000001,RS,Industrial
2021,SC,44846253.01,428570883.0,14327018.63000002,SC,Industrial
2021,SE,6545423.24,51861396.0,1405934.5599999998,SE,Residencial
2021,SP,218236013.2,2719751234.0,27457788.1,SP,Industrial
2021,TO,4640856.47,51780763.0,4584811.469999999,TO,Residencial
